movieId,title,genres
3534,28 Days,Drama
7566,28 Up,Documentary
53000,28 Weeks Later,Horror|Sci-Fi|Thriller
5300,3 10 to Yuma,Action|Adventure|Drama|Thriller|Western
54997,3 10 to Yuma,Action|Crime|Drama|Western
109569,3 Days to Kill,Action|Crime|Drama
104017,3 dev adam,Action|Adventure|Sci-Fi
33896,3 Extremes,Horror
73881,3 Idiots,Comedy|Drama|Romance
4748,3 Ninjas,Action|Children|Comedy
1739,3 Ninjas High Noon On Mega Mountain,Action|Children|Comedy
4749,3 Ninjas Kick Back,Action|Children|Comedy
4750,3 Ninjas Knuckle Up,Action|Children
8261,3 Women,Drama
55282,30 Days of Night,Horror|Thriller
88812,30 Minutes or Less,Action|Comedy|Crime
109673,300 Rise of an Empire,Action|Drama|War|IMAX
4159,3000 Miles to Graceland,Action|Thriller
26712,35 Up,Documentary
30803,3-Iron,Drama|Romance
4217,4 Little Girls,Documentary
55069,4 Months 3 Weeks and 2 Days,Drama
5151,40 Days and 40 Nights,Comedy|Romance
3077,42 Up,Documentary
7080,42nd Street,Drama|Musical|Romance
106491,47 Ronin,Action|Adventure|Fantasy
5049,48 Hrs.,Action|Comedy|Crime|Drama
50658,49 Up,Documentary
64993,5 Centimeters per Second,Animation|Drama|Romance
134021,5 to 7,Comedy|Drama|Romance
89864,50 50,Comedy|Drama
7293,50 First Dates,Comedy|Romance
2475,52 Pick-Up,Action|Mystery|Thriller
96411,6 Days to Air The Making of South Park,Documentary
27373,61*,Drama
138204,7 Days in Hell,Comedy
42556,7 Faces of Dr. Lao,Fantasy|Mystery|Western
117867,'71,Action|Drama|Thriller|War
1251,8 1-2,Drama|Fantasy
1503,8 Heads in a Duffel Bag,Comedy
5810,8 Mile,Drama
408,8 Seconds,Drama
5613,8 Women,Comedy|Crime|Musical|Mystery
32392,800 Bullets,Comedy|Crime|Drama|Western
5404,84 Charing Cross Road,Drama|Romance
2505,8MM,Drama|Mystery|Thriller
3707,9 1-2 Weeks,Drama|Romance
94494,96 Minutes,Drama|Thriller
140852,964 Pinocchio,Horror|Sci-Fi
59026,99 francs,Comedy
69953,9to5 Days in Porn,Documentary
179953,A Bad Moms Christmas,Comedy
182727,A Christmas Story,Comedy
149330,A Cosmic Christmas,(no genres listed)
172875,A Detective Story,Animation|Sci-Fi
167380,A Dog's Purpose,Comedy|Drama
126088,A Flintstones Christmas Carol,Animation|Children|Comedy
175707,A German Life,Documentary
8667,A Home at the End of the World,Drama|Romance
119828,A Man Called Blade,Action|Drama|Thriller|Western
146024,A Man from Boulevard des Capucines,Comedy|Romance|Western
119964,A Merry Friggin' Christmas,Comedy
159779,A Midsummer Night's Dream,(no genres listed)
111743,A Million Ways to Die in the West,Comedy|Western
112940,A Most Wanted Man,Thriller
147410,A Perfect Day,Comedy|Drama
127298,A Pigeon Sat on a Branch Reflecting on Existence,Comedy|Drama
170597,A Plasticine Crow,Animation
185029,A Quiet Place,Drama|Horror|Thriller
166291,A Silent Voice,Animation|Drama|Romance
127172,A Story of Children and Film,Documentary
167732,A Street Cat Named Bob,Comedy|Drama
148238,A Very Murray Christmas,Comedy
127134,A Walk in the Woods,Adventure|Comedy|Drama
184987,A Wrinkle in Time,Adventure|Children|Fantasy|Sci-Fi
4370,A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi
51666,Abandoned,Horror|Mystery|Thriller
3928,Abbott and Costello Meet Frankenstein,Comedy|Horror
90524,Abduction,Action|Drama|Mystery|Thriller
5377,About a Boy,Comedy|Drama|Romance
3862,About Adam,Comedy
109372,About Last Night,Comedy|Romance
2262,About Last Night...,Comedy|Drama|Romance
5945,About Schmidt,Comedy|Drama
104374,About Time,Drama|Fantasy|Romance
4466,Above the Law,Action|Crime|Drama
409,Above the Rim,Crime|Drama
95207,Abraham Lincoln Vampire Hunter,Action|Fantasy|Horror|Thriller
5707,Absence of Malice,Drama|Romance
93819,Absentia,Horror
1459,Absolute Power,Mystery|Thriller
135885,Absolutely Anything,Comedy|Sci-Fi
47518,Accepted,Comedy
3736,Ace in the Hole,Drama
344,Ace Ventura Pet Detective,Comedy
19,Ace Ventura When Nature Calls,Comedy
2817,Aces Iron Eagle III,Action
86960,Across the Hall,Thriller
54190,Across the Universe,Drama|Fantasy|Musical|Romance
93297,Act of Valor,Action|Thriller|War
3710,Action Jackson,Action|Comedy|Crime|Thriller
103245,Adam,Comedy|Drama|Romance
47491,Adam's Apples,Comedy|Drama
7121,Adam's Rib,Comedy|Romance
4449,Adanggaman,Drama
5902,Adaptation,Comedy|Drama|Romance
27075,Addams Family Reunion,Children|Comedy|Fantasy
410,Addams Family Values,Children|Comedy|Fantasy
1541,Addicted to Love,Comedy|Romance
101612,Admission,Comedy|Romance
67734,Adventureland,Comedy|Drama
2133,Adventures in Babysitting,Adventure|Comedy
178129,Adventures in Plymptoons!,Documentary
95738,Adventures of Mary-Kate and Ashley The The Case of the Christmas Caper,Children|Musical|Mystery
172825,Adventures of Mowgli The Kidnapping,Adventure|Animation|Children
345,Adventures of PriscillaQueen of the Desert,Comedy|Drama
147300,Adventures Of Sherlock Holmes And Dr. Watson The Twentieth Century Approaches,Crime|Mystery
26078,Advise and Consent,Drama
71999,Aelita The Queen of Mars,Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller
37386,Aeon Flux,Action|Sci-Fi
3855,Affair of LoveAn ,Drama|Romance
932,An Affair to Remember,Drama|Romance
111551,Afflicted,Horror|Sci-Fi|Thriller
2439,Affliction,Drama
134041,Afonya,Comedy|Drama|Romance
4458,Africa The Serengeti,Documentary|IMAX
86593,African Cats,Adventure|Documentary
139130,Afro Samurai,Action|Adventure|Animation|Drama|Fantasy
66335,Afro Samurai Resurrection,Animation
102880,After Earth,Action|Adventure|Sci-Fi|IMAX
7419,After Hours,Comedy|Thriller
2624,After Life,Drama|Fantasy
5113,After the Fox,Comedy|Crime
8968,After the Sunset,Action|Adventure|Comedy|Crime|Thriller
7834,After the Thin Man,Comedy|Crime|Mystery|Romance
50514,After the Wedding,Drama
1733,Afterglow,Drama|Romance
3206,Against All Odds,Romance
7315,Against the Ropes,Comedy|Drama
6624,Agent Cody Banks,Action|Adventure|Children|Fantasy
7345,Agent Cody Banks 2 Destination London,Action|Adventure|Children|Comedy
3251,Agnes of God,Drama|Mystery
74624,Agora,Adventure|Drama|Romance
7063,Aguirre The Wrath of God,Adventure|Drama
7171,Aileen Life and Death of a Serial Killer,Documentary
3841,Air America,Action|Comedy
1592,Air Bud,Children|Comedy
2152,Air Bud Golden Receiver,Children|Comedy
1608,Air Force One,Action|Thriller
33629,Airborne,Adventure|Comedy
413,Airheads,Comedy
2792,Airplane II The Sequel,Comedy
2791,Airplane!,Comedy
2520,Airport,Drama
2521,Airport 1975,Action|Drama|Thriller
2522,Airport '77,Drama
44709,Akeelah and the Bee,Drama
1274,Akira,Action|Adventure|Animation|Sci-Fi
6270,Akira Kurosawa's Dreams,Drama|Fantasy
588,Aladdin,Adventure|Animation|Children|Comedy|Musical
1064,Aladdin and the King of Thieves,Animation|Children|Comedy|Fantasy|Musical|Romance
104078,Alan Partridge Alpha Papa,Comedy
808,Alaska,Adventure|Children
4459,Alaska Spirit of the Wild,Documentary|IMAX
91935,Albatross,Drama
1352,Albino Alligator,Crime|Thriller
165959,Alesha Popovich and Tugarin the Dragon,Animation|Comedy|Drama
6493,Alex and Emma,Comedy|Drama|Romance
97742,Alex Cross,Action|Crime|Mystery|Thriller
8977,Alexander,Action|Adventure|Drama|War
7756,Alexander Nevsky,Action|Drama|War
4191,Alfie,Comedy|Drama|Romance
8948,Alfie,Comedy|Drama|Romance
5009,Ali,Drama
6509,Ali Fear Eats the Soul,Drama|Romance
27478,Ali G Indahouse,Comedy
159161,Ali Wong Baby Cobra,(no genres listed)
5575,Alias Betty,Crime|Drama
4392,Alice,Comedy|Drama|Fantasy|Romance
26631,Alice,Animation|Fantasy|Mystery
72982,Alice,Action|Adventure|Fantasy
6020,Alice Adams,Comedy|Drama
8838,Alice Doesn't Live Here Anymore,Drama|Romance
1032,Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical
74789,Alice in Wonderland,Adventure|Fantasy|IMAX
80748,Alice in Wonderland,Adventure|Children|Fantasy
158813,Alice Through the Looking Glass,Adventure|Children|Fantasy
1214,Alien,Horror|Sci-Fi
6835,Alien Contamination,Action|Horror|Sci-Fi
169984,Alien Covenant,Action|Horror|Sci-Fi|Thriller
6899,Alien from L.A.,Sci-Fi
3701,Alien Nation,Crime|Drama|Sci-Fi|Thriller
1690,Alien Resurrection,Action|Horror|Sci-Fi
1200,Aliens,Action|Adventure|Horror|Sci-Fi
3250,Alive,Drama
926,All About Eve,Drama
5465,All About Lily Chou-Chou,Crime|Drama|Thriller
3083,All About My Mother,Drama
5170,All About the Benjamins,Action|Comedy|Crime
105540,All Dogs Christmas CarolAn ,Animation|Children|Comedy|Musical
2123,All Dogs Go to Heaven,Animation|Children|Comedy|Drama|Fantasy
631,All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance
82378,All Good Things,Drama|Mystery|Thriller
106883,All is Bright,Comedy|Drama
105954,All Is Lost,Action|Adventure|Drama
8610,All of Me,Comedy|Fantasy
5788,All or Nothing,Drama
4722,All Over the Guy,Comedy
1927,All Quiet on the Western Front,Action|Drama|War
164375,All Roads Lead to Rome,Comedy
4419,All That Heaven Allows,Drama|Romance
2971,All That Jazz,Drama|Fantasy|Musical
59738,All the Boys Love Mandy Lane,Horror|Mystery|Thriller
1942,All the King's Men,Drama
48326,All the King's Men,Drama
6787,All the President's Men,Drama|Thriller
4031,All the Pretty Horses,Drama|Romance|Western
6159,All the Real Girls,Drama|Romance
5226,All the Right Moves,Drama|Romance
3531,All the Vermeers in New York,Comedy|Drama|Romance
38164,All Thisand Heaven Too ,Drama|Romance
92475,All Watched Over by Machines of Loving Grace,Documentary
158882,All Yours,Comedy|Drama|Romance
2748,Allan Quatermain and the Lost City of Gold,Action|Adventure|Comedy
7304,Allegro non troppo,Animation|Comedy|Fantasy|Musical
176415,Alles Inklusive,Comedy|Drama
2525,Alligator,Action|Horror|Sci-Fi
84414,All-Star Superman,Action|Adventure|Animation|Sci-Fi
26676,Almost an Angel,Comedy
3897,Almost Famous,Drama
1887,Almost Heroes,Adventure|Comedy|Western
134528,Aloha,Comedy|Drama|Romance
31424,Alone in the Dark,Action|Horror|Sci-Fi|Thriller
62299,Alone in the Dark II,Action|Horror
4238,Along Came a Spider,Action|Crime|Mystery|Thriller
7173,Along Came Polly,Comedy|Romance
185031,Alpha,Adventure|Thriller
111146,Alpha and Omega,Action|Adventure|Animation|Children|Comedy
50442,Alpha Dog,Crime|Drama
680,Alphaville,Drama|Mystery|Romance|Sci-Fi|Thriller
61692,Altered,Horror|Sci-Fi|Thriller
4713,Altered States,Drama|Sci-Fi
2896,Alvarez Kelly,Western
56176,Alvin and the Chipmunks,Children|Comedy
91671,Alvin and the Chipmunks Chipwrecked,Animation|Comedy
73042,Alvin and the Chipmunks The Squeakquel,Animation|Children|Comedy|Musical
4564,Always,Drama|Fantasy|Romance
140016,Always Watching A Marble Hornets Story,Horror
1225,Amadeus,Drama
164540,Amanda Knox,Documentary
7089,Amarcord,Comedy|Drama
149,Amateur,Crime|Drama|Thriller
51471,Amazing Grace,Drama|Romance
4078,Amazing Grace and Chuck,Drama
4079,Amazon Women on the Moon,Comedy|Sci-Fi
4973,Amelie,Comedy|Romance
6041,Amen.,Drama
83601,Amer,Drama|Horror
2858,American Beauty,Drama|Romance
806,American Buffalo,Crime|Drama
62586,American CarolAn ,Comedy|Fantasy
45106,American Dreamz,Comedy|Drama
76751,American Drug War The Last White Hope,Crime|Documentary
169180,American Fable,Thriller
3214,American Flyers,Drama
55765,American Gangster,Crime|Drama|Thriller
3649,American Gigolo,Drama
3363,American Graffiti,Comedy|Drama
87287,American Grindhouse,Documentary
52299,American Hardcore,Documentary
45361,American HauntingAn ,Drama|Horror|Mystery|Thriller
126420,American Heist,Action
2329,American History X,Crime|Drama
106916,American Hustle,Crime|Drama
900,An American in Paris,Musical|Romance
176751,American Made,Crime|Thriller
6022,American Me,Drama
3007,American Movie,Documentary
4565,American Ninja,Action|Adventure
4721,American Outlaws,Action|Comedy|Western
2706,American Pie,Comedy|Romance
4718,American Pie 2,Comedy
39715,American Pie Presents Band Camp,Comedy
59429,American Pie Presents Beta House,Comedy
73106,American Pie Presents The Book of Love,Comedy
50189,American Pie Presents The Naked Mile,Comedy|Romance
3725,American Pop,Animation|Musical
3535,American Psycho,Crime|Horror|Mystery|Thriller
27473,American Psycho II All American Girl,Comedy|Crime|Horror|Mystery|Thriller
93831,American Reunion,Comedy
114662,American Sniper,Action|War
6620,American Splendor,Comedy|Drama
2142,An American Tail Fievel Goes West,Adventure|Animation|Children|Musical|Western
2141,An American Tail,Adventure|Animation|Children|Comedy
86290,American The Bill Hicks Story,Comedy|Documentary
140711,American Ultra,Action|Comedy|Sci-Fi|Thriller
6586,American Wedding,Comedy
1321,An American Werewolf in London,Comedy|Horror|Thriller
2793,An American Werewolf in Paris,Comedy|Horror|Romance|Thriller
4639,America's Sweethearts,Comedy|Romance
8427,Americathon,Comedy|Sci-Fi
1693,Amistad,Drama|Mystery
1322,Amityville 1992 It's About Time,Horror
1323,Amityville 3-D,Horror
1325,Amityville A New Generation,Horror
1324,Amityville Dollhouse,Horror
1326,Amityville II The Possession,Horror
4235,Amores Perros,Drama|Thriller
1440,Amos & Andrew,Comedy
137337,Amy,Documentary
5532,Amy's O,Comedy|Romance
7264,An Amazing Couple,Comedy|Romance
150993,Anacleto Agente secreto,Action|Comedy
1499,Anaconda,Action|Adventure|Thriller
95796,Anaconda The Offspring,Action|Horror|Sci-Fi|Thriller
8830,Anacondas The Hunt for the Blood Orchid,Adventure|Drama|Horror|Sci-Fi|Thriller
5900,Analyze That,Comedy|Crime
2539,Analyze This,Comedy
1688,Anastasia,Adventure|Animation|Children|Drama|Musical
6516,Anastasia,Drama
3801,Anatomy of a Murder,Drama|Mystery
107348,Anchorman 2 The Legend Continues,Comedy
8641,Anchorman The Legend of Ron Burgundy,Comedy
3599,Anchors Aweigh,Comedy|Musical
3845,And God Created Woman,Drama
6588,And Now... Ladies and Gentlemen...,Romance|Thriller
112749,And So It Goes,Comedy|Drama|Romance
27692,And Starring Pancho Villa as Himself,Action|Comedy|Drama|War
2071,And the Band Played On,Drama
2897,And the Ship Sails On,Comedy|War
4969,And Then There Were None,Crime|Mystery
5225,And Your Mother Too,Drama|Romance
25771,Andalusian DogAn ,Fantasy
577,Andre,Adventure|Children|Drama
26150,Andrei Rublev,Drama|War
193609,Andrew Dice Clay Dice Rules,Comedy
5919,Android,Sci-Fi
6671,Angel at My TableAn ,Drama
1428,Angel Baby,Drama
4305,Angel Eyes,Romance|Thriller
3706,Angel Heart,Film-Noir|Horror|Mystery|Thriller
47725,Angel-A,Comedy|Drama|Fantasy|Romance
3179,Angela's Ashes,Drama
68554,Angels & Demons,Crime|Drama|Mystery|Thriller
85,Angels and Insects,Drama|Romance
114627,Angel's Egg,Animation|Drama|Fantasy
1021,Angels in the Outfield,Children|Comedy
8600,Angels with Dirty Faces,Crime|Drama|Film-Noir|Thriller
6287,Anger Management,Comedy
6788,Angie,Comedy|Drama|Romance
100306,Angst ,Drama|Horror
700,Angus,Comedy
62718,AngusThongs and Perfect Snogging ,Comedy|Romance
7706,Animal Crackers,Comedy|Musical
8495,Animal Factory,Crime|Drama
35347,Animal Farm,Animation|Drama
3421,Animal House,Comedy
6408,Animals are Beautiful People,Comedy|Documentary
3155,Anna and the King,Drama|Romance
8518,Anna Christie,Drama
1496,Anna Karenina,Drama|Romance
7092,Anna Karenina,Drama|Romance
97936,Anna Karenina,Drama
114713,Annabelle,Horror
175199,Annabelle Creation,Horror
43556,Annapolis,Drama
116,Anne Frank Remembered,Documentary
26528,Anne of Green Gables,Children|Drama
74282,Anne of Green Gables The Sequel,Children|Drama|Romance
8191,Anne of the Thousand Days,Drama
4039,Annie,Children|Musical
25959,Annie Get Your Gun,Comedy|Musical|Romance|Western
1230,Annie Hall,Comedy|Romance
182715,Annihilation,Adventure|Mystery|Sci-Fi|Thriller
193567,anohana The Flower We Saw That Day - The Movie,Animation|Drama
139855,Anomalisa,Animation|Comedy|Fantasy
5027,Another 48 Hrs.,Action|Comedy|Crime|Drama|Thriller
91266,Another Cinderella Story,Children|Comedy|Musical|Romance
89039,Another Earth,Drama|Romance|Sci-Fi
49735,Another Gay Movie,Comedy
415,Another Stakeout,Comedy|Thriller
7831,Another Thin Man,Comedy|Crime|Drama|Mystery|Romance
4393,Another Woman,Drama
8450,Anthony Adverse,Adventure|Romance
69134,Antichrist,Drama|Fantasy
143001,Anti-Social,Crime
4052,Antitrust,Crime|Drama|Thriller
122900,Ant-Man,Action|Adventure|Sci-Fi
188301,Ant-Man and the Wasp,Action|Adventure|Comedy|Fantasy|Sci-Fi
82,Antonia's Line,Comedy|Drama
5955,Antwone Fisher,Drama
2294,Antz,Adventure|Animation|Children|Comedy|Fantasy
67665,Anvil! The Story of Anvil,Documentary|Musical
3173,Any Given Sunday,Drama
4714,Any Which Way You Can,Comedy
6750,Anything Else,Comedy|Drama|Romance
83796,Anything for Her,Crime|Drama|Thriller
164753,Anything for Love,Romance
3051,Anywhere But Here,Comedy|Drama
1208,Apocalypse Now,Action|Drama|War
48304,Apocalypto,Adventure|Drama|Thriller
150,Apollo 13,Adventure|Drama|IMAX
92192,Apollo 18,Horror|Sci-Fi|Thriller
61986,Appaloosa,Western
148632,Applesauce,Comedy
31184,Appleseed,Action|Animation|Fantasy|Sci-Fi
1330,April Fool's Day,Horror
137218,April Morning,Drama
2320,Apt Pupil,Drama|Thriller
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters,Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi
44225,Aquamarine,Children|Comedy|Fantasy
2699,Arachnophobia,Comedy|Horror
5817,Ararat,Drama|War
52279,Are We Done Yet?,Comedy
31422,Are We There Yet,Children|Comedy
59131,Are You Scared?,Horror
97304,Argo,Drama|Thriller
176329,Ari Shaffir Double Negative,Comedy
4470,Ariel,Drama
8254,Arizona Dream,Comedy|Drama|Fantasy|Romance
2707,Arlington Road,Thriller
1917,Armageddon,Action|Romance|Sci-Fi|Thriller
2458,Armed and Dangerous,Comedy|Crime
2880,Armour of God,Action|Adventure|Comedy
2879,Armour of God II Operation Condor,Action|Adventure|Comedy
1215,Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror
46855,Army of Shadows,Action|Drama|Thriller|War
952,Around the World in 80 Days,Adventure|Comedy
8526,Around the World in 80 Days,Adventure|Children|Comedy
163985,ARQ,Sci-Fi|Thriller
164179,Arrival,Sci-Fi
1269,Arsenic and Old Lace,Comedy|Mystery|Thriller
45440,Art School Confidential,Comedy|Drama
1695,Artemisia,Drama
3524,Arthur,Comedy|Romance
86293,Arthur,Comedy
4471,Arthur 2 On the Rocks,Comedy|Romance
91414,Arthur Christmas,Animation|Children|Comedy|Drama
113780,As Above So Below ,Horror|Thriller
1784,As Good as It Gets,Comedy|Drama|Romance
102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Documentary
56837,As You Like It,Comedy|Drama|Romance
143257,Ashby,Comedy|Drama
7238,Ashes and Diamonds,Drama|War
757,Ashes of Time,Drama
44189,Ask the Dust,Drama|Romance
5580,Aspen Extreme,Action
2737,Assassination,Action|Drama|Thriller
71550,Assassination of a High School President,Comedy|Drama|Mystery
6267,Assassination Tango,Drama|Thriller
23,Assassins,Action|Crime|Thriller
167370,Assassin's Creed,Action|Adventure|Sci-Fi
3726,Assault on Precinct 13,Action|Thriller
31420,Assault on Precinct 13,Action|Crime|Drama|Thriller
58842,Assembly,Action|Drama|War
97665,Asterix & Obelix God Save Britannia,Adventure|Comedy
27368,Asterix & Obelix Mission Cleopatra,Adventure|Comedy|Fantasy
36289,Asterix & Obelix vs. Caesar,Adventure|Children|Comedy|Fantasy
26183,Asterix and Cleopatra,Action|Adventure|Animation|Children|Comedy
91355,Asterix and the Vikings,Adventure|Animation|Children|Comedy|Fantasy
73804,Asterix at the Olympic Games,Adventure|Children|Comedy|Fantasy
91353,Asterix in America,Adventure|Animation|Children|Comedy
117545,Asterix The Land of the Gods,Animation
4043,At Close Range,Crime|Drama
2445,At First Sight,Drama
111680,At Middleton,Comedy|Romance
34018,At the Circus,Comedy|Musical
25805,AtalanteL' ,Comedy|Drama|Romance
2130,Atlantic City,Crime|Drama|Romance
4366,Atlantis The Lost Empire,Adventure|Animation|Children|Fantasy
86355,Atlas Shrugged Part 1,Drama|Mystery|Sci-Fi
173941,Atomic Blonde,Thriller
55052,Atonement,Drama|Romance|War
6654,Atragon,Adventure|Sci-Fi
71302,Attack of the 50 Foot Woman,Comedy|Sci-Fi
5979,Attack of the Crab Monsters,Horror|Sci-Fi
8138,Attack of the Giant Leeches,Horror|Sci-Fi
2163,Attack of the Killer Tomatoes!,Comedy|Horror
6656,Attack of the Puppet People,Horror|Sci-Fi
87192,Attack the Block,Action|Comedy|Sci-Fi
5922,Attila,Action
26151,Au Hasard Balthazar,Crime|Drama
8128,Au revoir les enfants,Drama
27317,Audition,Drama|Horror|Mystery|Romance|Thriller
1331,Audrey Rose,Horror
55872,August Rush,Drama|Musical
3548,Auntie Mame,Comedy|Drama
104906,Austenland,Comedy|Romance
5481,Austin Powers in Goldmember,Comedy
1517,Austin Powers International Man of Mystery,Action|Adventure|Comedy
2683,Austin Powers The Spy Who Shagged Me,Action|Adventure|Comedy
63853,Australia,Adventure|Drama|War|Western
5680,Auto Focus,Crime|Drama
114847,Automata,Sci-Fi|Thriller
3824,Autumn in New York,Drama|Romance
141810,Autumn Marathon,Comedy|Drama
2131,Autumn Sonata,Drama
6688,Autumn Spring,Comedy|Drama
2708,Autumn TaleAn ,Romance
2534,Avalanche,Action
4174,Avalon,Drama
6790,Avalon,Drama|Fantasy|Sci-Fi
6573,Avanti!,Comedy|Drama
72998,Avatar,Action|Adventure|Sci-Fi|IMAX
122892,Avengers Age of Ultron,Action|Adventure|Sci-Fi
122912,Avengers Infinity War - Part I,Action|Adventure|Sci-Fi
8810,AVP Alien vs. Predator,Action|Horror|Sci-Fi|Thriller
56801,AVPR Aliens vs. Predator - Requiem,Action|Horror|Sci-Fi
8195,AvventuraL' ,Drama|Mystery|Romance
56169,Awake,Drama|Thriller
3105,Awakenings,Drama|Mystery
52967,Away from Her,Drama
66665,Away We Go,Comedy|Drama|Romance
148,Awfully Big AdventureAn ,Drama
27865,Azumi,Action|Adventure|Drama|Thriller
1770,B. Monkey,Crime|Romance|Thriller
8364,Baadasssss!,Drama
67508,Baader Meinhof KomplexDer ,Action|Crime|Drama|Thriller
34,Babe,Children|Drama
2384,Babe Pig in the City,Adventure|Children|Drama
46723,Babel,Drama|Thriller
2017,Babes in Toyland,Children|Fantasy|Musical
3086,Babes in Toyland,Children|Comedy|Fantasy|Musical
6791,Babette's Feast,Drama
4080,Baby Boom,Comedy
4371,Baby Boy,Crime|Drama
171763,Baby Driver,Action|Crime|Thriller
2555,Baby Geniuses,Comedy
59258,Baby Mama,Comedy
3401,Baby... Secret of the Lost Legend,Adventure|Sci-Fi
40697,Babylon 5,Sci-Fi
7810,Babylon 5 A Call to Arms,Adventure|Sci-Fi
7649,Babylon 5 In the Beginning,Adventure|Sci-Fi
51562,Babylon 5 The Gathering,Sci-Fi
62834,Babylon 5 The Legend of the Rangers To Live and Die in Starlight,Sci-Fi
62836,Babylon 5 The Lost Tales - Voices in the Dark,Sci-Fi
7811,Babylon 5 The River of Souls,Drama|Sci-Fi
7812,Babylon 5 Thirdspace,Drama|Sci-Fi
61350,Babylon A.D.,Action|Adventure|Sci-Fi|Thriller
5096,Baby's Day Out,Comedy
3525,Bachelor Party,Comedy
2416,Back to School,Comedy
4081,Back to the Beach,Comedy
1270,Back to the Future,Adventure|Comedy|Sci-Fi
2011,Back to the Future Part II,Adventure|Comedy|Sci-Fi
2012,Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western
346,Backbeat,Drama|Musical
3107,Backdraft,Action|Drama
111844,Bad Asses,Action|Drama
136816,Bad Asses on the Bayou,Action|Comedy
26810,Bad Boy Bubby,Drama
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller
6548,Bad Boys II,Action|Comedy|Crime|Thriller
384,Bad Company,Action|Crime|Drama
5414,Bad Company,Action|Comedy|Crime
8094,Bad Day at Black Rock,Drama|Thriller|Western
